NR,Rolle,Firma,Typ,Aussage,Cluster,Beschreibung,,,,,,,,
4,Senior Partner,Globale Beratungsfirma,Beratung,"Man kann sich halt vorstellen, dass bessere Daten und bessere Datenqualität zu besseren Entscheidungen führt und auf diesem Pfad bleibt und keine esoterischen Versprechungen macht oder Sachen, die nicht skalierbar sind oder in der Skalierung keinen Wert stiften oder ohne Skalierung keinen Wert stiften, kann man eigentlich kaum falsch liegen. Aber es gibt halt einfach Dinge, die einfach keinen guten Kosten-Nutzen-Verhältnis haben. Wo du wesentlich besser damit dran bist, zwei Leute zu haben, die diese Dinger ständig manuell updaten, als das irgendwie zu automatisieren. (S.23)",Use Case,Bessere Daten führen zu besseren Entscheidungen,,,,,,,,
17,Managing Partner,Globale Beratungsfirma,Beratung,But what catalogues tend to help with is the concept of know your data. So we talk with our clients about know your data. What have you got? And where is it? (S.2),Funktionalität EDC,Besseres Verständnis über Daten,,,,,,,,
17,Managing Partner,Globale Beratungsfirma,Beratung,"[EDC] So what catalogues do a very good job of is, is raising that awareness of know your data, what you've got and where it's stored. Yeah, it allows you to tag information, it allows you to, we often talk about implementing logical domain structures. And that really is just business terms, nouns that describe your data so that you can start to group information together. Again, catalogues can really help to support this concept. So if you take an example of something like, I don't know, a feed that's come out of a risk system, that risk, it might have information about financial products, it might have information about your customers, there might be information about deals and deal sizes, some geographic information about, you know, locations and asset dates. All of that could be stored within a single system and a single feed. But the fact that you know that it's a risk system doesn't give you any insight into all of those things. Yeah, so it doesn't tell you that it's got company financials or geographic or whatever. What catalogues allow you to do is then start to look field by field and classify the contents and information in those fields, so that you start to get a lot more intelligence about the data within the system. (S.2-3)",Funktionalität EDC,"Daten auffinden, taggen, klassifizieren und strukturieren",,,,,,,,
17,Managing Partner,Globale Beratungsfirma,Beratung,"What we'll often see is that if, for example, you've got 17 different fields that hold information related to currencies, those 17 different fields may store a different list of currencies. Yeah, there might be two or three differences. But when you try and pull information together or try and do aggregated reporting, you're going to have a lot of inconsistency because maybe you've got a list of 210 currencies in one system, 215 in a different one, 87 in a different one. So if the data is operating to different standards, you don't necessarily know that. What a catalogue can do is allow you to tag all of those fields as currency fields in the 15 different systems. Then you've got understanding of what you've got and where you've got it. This is all currency data. Now I can start to think about applying consistency and standardisation. So we as an organisation want one list of currencies (S.3)",Funktionalität EDC,Awareness of inconsistencies,,,,,,,,
17,Managing Partner,Globale Beratungsfirma,Beratung,"So if you've got a data analytics system, you can use the catalogue and the concept of owners within the catalogue to actually drive things like who has access to which data in which systems. So catalogues can solve multiple purposes, but we always say that having a standalone catalogue with data in it that only the data office use is a complete waste of time and effort, unless it's embedded and unless you're using the intelligence of that system to drive things like entitlements, the role-based access to systems, so which users can have access to which data in which situations, or things like self-service reporting. (S.4)",Funktionalität EDC,Workflow-Management (Ownership / Zugriffsrechte),,,,,,,,
17,Managing Partner,Globale Beratungsfirma,Beratung,"So if I want to search for data, well I've got this catalogue that tells me that I've got 15 currency fields in 15 systems, okay, I now want to go search for currency data. Suddenly the catalogue can help me to bridge that intelligence gap between the system's view of the fields tagged in different ways, called different things, and the fact that actually these are all currency fields. So we always advocate that the catalogue really should be at the heart of any technology architecture and should be feeding data out into lots of other different tools. (S.4)",Use Case,Use Case: Market Place,,,,,,,,
19,Data Product Owner,Globale Bank,Externe Firma,"In our case, the EDM is actively used by the Data Governance Board, which is composed of both IT and Business representatives. It serves as a central coordination tool to align the strategic data needs of the business with the architectural and technical capabilities of IT.  In this context, the EDM helps: Translate business requirements into data structures. Drive data standardization and harmonization across systems and departments. Define authoritative data sources and resolve data ownership conflicts. Support regulatory compliance, especially in the financial sector where data lineage and traceability are critical  (S.4)",Use Case,Use Case: Central Coordination Tool,,,,,,,,
19,Data Product Owner,Globale Bank,Externe Firma,"According to DAMA, the EDM serves several key purposes: It ensures a shared understanding of data across the enterprise.  It promotes data consistency, both in structure and terminology. It clarifies data ownership and accountability, which are essential elements of data
governance. (S.4)",Funktionalität EDM,"Sicherstellung der Datenkonsistenz, Verbesserung des Verständnisses und Zuteilung der Verantwortlichkeiten",,,,,,,,
19,Data Product Owner,Globale Bank,Externe Firma,"Use Cases of EDM in our organization include: Designing the Enterprise Data Warehouse (EDWH) architecture, ensuring consistency
across ODS, Information, and Analysis layers. Defining key financial and accounting data domains for internal control and external
reporting. Supporting metadata management and integration with Collibra, where high-level
conceptual models are linked to business glossaries and data dictionaries. Acting as a foundation for data quality initiatives, where EDM definitions drive validation rules and anomaly detection mechanisms. Facilitating communication and training, by providing business-friendly representations of how data flows and transforms across the enterprise (S.4-5)",Funktionalität EDM,"Sicherstellung von Datenqualität, Konsistenz und Governance",,,,,,,,
19,Data Product Owner,Globale Bank,Externe Firma,"In summary, EDM is much more than a modeling activity: it is a strategic governance asset that ensures alignment, transparency, and efficiency in how data is used and managed throughout the organization. (S.5)",Funktionalität EDM,"Transparenz, Effizienz, Konsistenz",,,,,,,,
20,CEO,Beratungsfirma,Beratung,"Wir, also APGAR, haben unseren eigenen Data Catalog aufgebaut, wir haben ein vollständiges Datenmodell, wir haben das auf einer Standartenplattform implementiert. Dort ist die Schwierigkeit zum wieder die Daten zu connecten, also das ganze Harvesting zu machen und dann auch die entsprechenden Ressourcen von den Firmen zu bekommen, um so etwas zu machen. (S.3)",Use Case,EDC Herausforderung Implementation,,,,,,,,
20,CEO,Beratungsfirma,Beratung,"Du hast vermutlich x Systeme in deiner Organisation, wo Adressen und Personen pflegen. Vielleicht kann man es über einen Datenkatalog sehen, wo man überall Kunden hat. Man kann dann anschauen, ob es richtig ist, dass man diese Redundanzen hat. Oder gibt es eine Möglichkeit, diese Redundanzen zu eliminieren, damit man nur noch einen Personentopf hat und alles von dort aus kommt (S.6)",Use Case,Datenredundanz erkennen und zentralisieren,,,,,,,,
20,CEO,Beratungsfirma,Beratung,"Da kann einem dann ein Datenkatalog helfen, um herauszufinden, wo man die Daten überall verteilt und was man dazu verwenden kann. Ich denke, das müsste das Thema sein. Wenn du ein Datenprojekt bilden möchtest, für das Reporting, dann ist es sinnvoll, wenn du weisst, von wo die Daten kommen und wie die Daten aufgebaut werden. Oder für das Reporting mit der Data Leakage, wo die Daten herkommen (S.7)",Use Case,Datenherkunft verstehen für gezieltes Reporting,,,,,,,,
20,CEO,Beratungsfirma,Beratung,"[Alternative für Single Source of Truth / EDM /EDC] Stammdatenmanagement. Ich glaube, ich muss das jetzt fast sagen, weil wir das vertreiben. Aber ich bin davon überzeugt, und das ist der CS, ich war dort auch für Stammdatenmanagement verantwortlich. Und ich glaube, je besser deine Stammdaten sind, desto besser sind allgemein deine Daten. Und wenn ich dort immer sage, ist, du deine Daten von Anfang an richtig pflegen, also, du deine Materialien, deine Produkte wirklich von Anfang an richtig einpflegen, dann sind nämlich alle Sachen, die davon abhängig sind, automatisch richtig. Also, und mit System kannst du das sehr gut erreichen. Weil du hast dein Datenmodell und du sagst, wie müssen Daten validiert werden? Also, dass du schon quasi bei der Eingabe der Daten kannst kontrollieren, was reinkommt, respektive kannst verhindern, dass überhaupt Fehler ins System reinkommen. Und dadurch erreichst du automatisch eine höhere Datenqualität. Jetzt kommen natürlich LLMs dazu, da kannst du automatisch Daten extrahieren. Das machen wir auch, du nimmst ein PDF, du kannst automatisch Daten extrahieren, du stehst irgendwo in einen Workflow rein, und da hast du schon mal eine Fehlerquelle eliminiert, wenn wir vom Abschreiben, vom Copy-Paste, hast du schon mal eliminiert. Und ich glaube, dort holst du den meisten Nutzen heraus. Und das hat nichts mit einem Data Catalog zu tun, sondern du musst deine Standarten und Referenzdaten, die musst du im Griff haben, und dann ist die Datenqualität automatisch, alles andere ist gegeben. Das ist, glaube ich, der Punkt. (S.8-9)",Use Case,,,,,,,,,
20,CEO,Beratungsfirma,Beratung,"Genau, wir sind in vielen Projekten, wo du genau dort hin gehst und sagst, wir nehmen die bestehenden ERP-Systeme mit ihren Kundendaten drin, die nehmen wir und konsolidieren sie in einem Standart-Tool. da geht es genau darum, die ERPs zu harmonisieren. Oder dass die Supplier, die Lieferanten, wirklich zusammenkommen, dass sie validiert werden und ein grosser Teil, was wir machen, sind wirklich Workflows, die in diese Tools integriert sind. (S.9)",Funktionalität EDC,,,,,,,,,
21,Senior Datra Product Manger,Agrarindustrie,Externe Firma," Also, das heißt, es gab quasi einzelne Hubs, die bestimmte Datenprodukte betreut haben. Und das ist auch meiner Meinung nach der beste Ansatz, ja, um Daten oder den Wert von Daten in einem Unternehmen wirklich herauszuholen. Ich gebe jetzt mal das konkrete Beispiel für Telemetriedaten (S.3)",Use Case,,,,,,,,,
21,Senior Datra Product Manger,Agrarindustrie,Externe Firma,"Also, wir haben ungefähr 80.000 Maschinen global, die alle 10 Sekunden bis zu 640 Werte liefern. Die Daten haben wir in dem Data Product Management aufbereitet, haben quasi den Kafka Stream dann wirklich in Datenbanken runtergebrochen, sodass sie von verschiedenen Data Scientists oder irgendwelchen anderen Stakeholdern im Konzern verwendet werden konnten. Dafür war es eben auch wichtig, dass wir von unserer Datenbank, wir haben Databricks verwendet, das Lakehouse-Prinzip von ihnen, haben dort dann Informatika angeschlossen.Und da gibt es ein automatisches Screening von Informatika, um dann eben entsprechend die Data Lineage in Informatika zu haben. Also, mit Informatika haben wir einen zentralen Platz, wo wir alle unsere Systeme angefangen haben, fairerweise. Ja, wir sind da noch nicht fertig. Aber das ist die konzeptionelle Idee, dass alle Systeme quasi dort katalogisiert werden",Use Case,Use Case: Maschinendaten,,,,,,,,
21,Senior Datra Product Manger,Agrarindustrie,Externe Firma,"[Databricks] Dafür war es eben auch wichtig, dass wir von unserer Datenbank, wir haben Databricks verwendet, das Lakehouse-Prinzip von ihnen, haben dort dann Informatika angeschlossen. (S.3)",Use Case,,,,,,,,,
21,Senior Datra Product Manger,Agrarindustrie,Externe Firma,"[Informatika] Und da gibt es ein automatisches Screening von Informatika, um dann eben entsprechend die Data Lineage in Informatika zu haben. Also, mit Informatika haben wir einen zentralen Platz, wo wir alle unsere Systeme angefangen haben, fairerweise.  (S.3)",Use Case,Use Case: Data Lineage,,,,,,,,
21,Senior Datra Product Manger,Agrarindustrie,Externe Firma," Aber das ist die konzeptionelle Idee, dass alle Systeme quasi dort katalogisiert werden. Weil das ist auch ein automatisierter Prozess und dass wir darauf dann quasi Data Governance aufsetzen. Und da haben wir auch ein ganzes Team Data Governance, die dann eben mit den entsprechenden Verantwortlichen aus dem Business hier an der Qualität der Datenfelder arbeiten, dass sie dort KPIs entwickeln mit den einzelnen Datenproduktbereichen, so wie bei mir beispielsweise mit Produktdaten oder dann Telemetriedaten oder jetzt, meine Notwendigkeit sind jetzt auch Kundendaten, dass wir hier quasi an KPIs arbeiten, um dann die Datenqualität auch zu verbessern. (S. 3)",Funktionalität EDC,,,,,,,,,
21,Senior Datra Product Manger,Agrarindustrie,Externe Firma,"Bei jedem Projekt, dass ich jetzt, also ich arbeite auch viel an der Standardisierung von Daten global. Zum Beispiel, dass wir mal eine globale Produkthierarchie haben, weil wir haben ungefähr sieben unterschiedliche ERP-Systeme und haben ungefähr 24 unterschiedliche konsumierende IT-Systeme, z.B. CRM-Systeme oder whatever. Das heißt, wir haben eine sehr große Komplexität und wir müssen da sehr stark an Standards arbeiten (S.3) 
Das ist das, was ich auch sehr viel mache, weil das Fehlen von Standards hat zu wirklich, sage ich mal, Komplexitäten geführt, die fast nicht mehr händelbar waren.",Funktionalität EDC,"Standardisierung
Reduktion Komplexität",,,,,,,,
21,Senior Datra Product Manger,Agrarindustrie,Externe Firma,"[EDC]  Ich glaube vor allem auch Transparenz und Knowledge-Entwicklung. Ich glaube, das ist für uns ein ganz großes Thema. Also, vor allem beziehe ich mich jetzt mal auf die Telemetriedaten. Also, wir haben es halt wirklich in dem Bereich geschafft, innerhalb von einem Jahr 35 User auf diese Daten on zu boarden, die eigentlich diese Daten brauchen, aber immer berührungslos. (S.4)

Ich glaube vor allem auch Transparenz und Knowledge-Entwicklung. Ich glaube, das ist für uns ein ganz großes Thema. Also, vor allem beziehe ich mich jetzt mal auf dieTelemetriedaten.Das ist ja doch sehr komplex. Ja, und sage ich mal, ein typischer Landtechnik-Ingenieur ist jetzt nicht so familiär mit Telemetriedaten und was man damit alles machen kann. Also, wir haben es halt wirklich in dem Bereich geschafft, innerhalb von einem Jahr 35 User auf diese Daten on zu boarden, die eigentlich diese Daten brauchen, aber immer berührungslos. Die wussten nicht, wohin sie gehen können. Sie wussten nicht, was wir da für Daten haben. Sie haben sich immer nur beschwert, dass, ja, man macht nichts mit den Daten. Und da hilft meiner Meinung nach, also wir haben dann im Grunde so eine Journey aufgebaut, gesagt, okay, im ersten Schritt sollen sich die Leute halt bei einem zentralen Punkt melden, dass sie Interesse haben, mit unseren Daten zu arbeiten. Dann haben wir wirklich gesagt, okay, im ersten Schritt kriegt ihr immer Zugang zur Informatika, könnt euch da den Katalog mal anschauen. Das war auch alles, also alle 640 Werte waren dort beschrieben.",Funktionalität EDC,,,,,,,,,
21,Senior Datra Product Manger,Agrarindustrie,Externe Firma,"Databricks ist bei euch eher so die Datenbank und dannInformatica ist das Cataloging-Tool? 
Databricks ist Analytics-Plattform und quasi Warehouse-Solution für Telemetrie. Das unterscheidet sich aber pro Datenbereich. Also wir haben da Unterschieden zwischen Telemetrie, Kundendaten, Dealerdaten, Supplierdaten, Finance-Daten. (S.5)",Use Case,,,,,,,,,
22,Chief Data Officer,Bank,Externe Firma,"[EDC] We have our data catalog, but we have our data catalog in detail only for critical data. The critical data for us is the data that can cause you pain if they are wrong, if they are not available, if the confidentiality of those data are compromised. And the huge work of documenting data, the work of documenting data is massive (S.3)

We have three dimensions of criticality. We have the availability. So we have on our catalog all the information that can cause a serious issue to the bank if they are not available. Because they are mainly in a critical process. For example, credit information or payment information, if they are not available, it's a problem. After we have confidentiality dimension, so all the information that are critical in terms of confidentiality. For example, name and surname of the customer. And the information that are critical for integrity purpose. Integrity, we mean the information that if are not correct, can cause real damage for the bank. And on that, we have a data quality control (S.9)",Use Case,,,,,,,,,
22,Chief Data Officer,Bank,Externe Firma,"[EDC] So our data catalog, we have four level data taxonomy. First level is the data domain, information domain. After we have subdomain, after we have data object, and after we have data element. To make you an example, information domain payment, speaking about something that you can understand in the financial services industry. After we can have subdomain outbound payment. Yeah. After data object can be sender information, and after the data element is the IBAN.(S.3)",Funktionalität EDC,,,,,,,,,
22,Chief Data Officer,Bank,Externe Firma,"If you want to connect the offensive part of this, right now in this historical period it's really simple. Because if you have a proper data catalog and you have a semantic layer that is on top of your data catalog, you can put Gen AI in order to read your data easily. (S.4) And this is something where a lot of banks are going. The concept of talk to your data. And this is one of the main use cases, actually, that brings the enterprise to have an enterprise
data model right now.","Use Case
","Use Case: AI 
",,,,,,,,
22,Chief Data Officer,Bank,Externe Firma,"Another stuff that is convenient when you have an enterprise data catalog documented is to have a sort of market data, mainly for reporting purpose and enabling the data mesh. I don't know if you are familiar with the data mesh concept. (S.4)

[Data Mesh] Data mesh is a philosophy because it's an approach, it's not technology. It's a culture-level approach. Data mesh allows you to do self-BI and consume the data as a product. I mean, if you document your data and you have an updated enterprise data catalog, after you can provide this lake of documented data to your business, a business can easily build the report by their own and consume the information. Because otherwise, if the information is not properly documented, you are not able to do reporting. And for this, you centralize maybe the reporting unit. In this model, we have a sort of federation of the operating model. Like this old organization can do reporting in the self-BI mode (S.4)",Use Case,Use Case: Data Mesh,,,,,,,,
22,Chief Data Officer,Bank,Externe Firma,"Yeah, because if you want to build an operating model, our main pain point that we have with our data owner and data steward is, okay, but I want to know what are the perimeter of the information that I own. And I then put several weeks to draw on for the credit purpose to see, okay, the credit amount, the credit limit, et cetera, et cetera. And we carve out the lake of information in the information domain. The people know who are responsible for which data. (S.5)",Use Case,,,,,,,,,
22,Chief Data Officer,Bank,Externe Firma,"[Data Quality & Business Glossary] I think that is the quality of the information because what we are facing now is that not having a proper definition of the information, mainly on the aggregate information or calculated data. You make an example, the paper for the bank is if you are a political exposure person, okay, but you can have different way to calculate it. You know, if you are a member of the PLR or a member of Italian political company, et cetera, et cetera, if you define one rules that define what is that information for you after you don't have quality issue and representing the reality in a different way. (S.5)",Use Case,"Use Case: Business Glossary
Nutzen EDM EDC ",,,,,,,,
22,Chief Data Officer,Bank,Externe Firma,"[Workflow] We are developing a workflow that allows users to request or propose a new business rule. And they insert the definition and the calculation rule. Then the Chief Data Officer can review it and approve with changes if they are needed. And then the data owner of the business rule concept can approve it. And so in this way, we will have a shared definition that all people in the bank can use in one way. (S.6)",Use Case,Use Case: Work Flow,,,,,,,,
22,Chief Data Officer,Bank,Externe Firma,"If you don't have data quality, you cannot do advanced analytics and AI. And what we are doing now is that we are measuring the cost saving across the organization in terms of automatization of reporting process. But we cannot do that part if we don't have a clear understanding and clear data catalog and data model understanding (S. 7)",Use Case,,,,,,,,,
6,Data Manager,Versicherungsfirma,Externe Firma,"[Metamodell - Domainmodell] wir haben uns gerade bei uns in der Signal Iduna darüber unterhalten, wie sieht eigentlich nochmal das Metamodell im Themenfeld Daten aus. Und wir beginnen ganz oben mit einem Domainmodell. Das Domainmodell ist ja hyperabstrakt. Da gibt es nur wenige Domäne innerhalb des Hauses. Also letztendlich sowas wie Vertrag, Person, Schadenleistung, jetzt für die Versicherung wichtig, Marketing, Vertrieb und so weiter. Und dann kannst du halt die Abstraktionsstufen eigentlich beliebig variieren und nach unten gehen. Ich sag mal so, was man sich darunter vorstellen kann, ist halt, wenn zum Beispiel du hast einen Vertrag und darunter hast du dann irgendwie die Subdomäne, zum Beispiel Tarif, dann könntest du dann ein fachliches Datenobjekt darunter nehmen, also dieses typische Business Data Object. (S.4)",Use Case,Use Case: Business Data Object,,,,,,,,
6,Data Manager,Versicherungsfirma,Externe Firma,"[EDM] Also für mich ist es schon eine Art von konzeptuelles Datenmodell, wo ich dann die einzelnen Datenentitäten innerhalb des Hauses mit ihrer Relation in Verbindung bringe. Die große Schwierigkeit des Abstraktionsglobels lassen wir hier erstmal außen vor, aber so vom Grundverständnis. Objekte mit Relation zueinander und Objekte, die natürlich dann halt. bestimmten Qualitätskriterien entsprechen, wo wir dann halt Verantwortlichkeiten haben und vielleicht auch, wo am Ende die Governance und das Data Management aufgehängt ist. (S.5-6)",Implementierungsgrund,,,,,,,,,
6,Data Manager,Versicherungsfirma,Externe Firma,"[EDC] Zum Thema Enterprise Data Catalog habe ich natürlich auch einiges an Erfahrung, weil grundsätzlich wir nutzen Collibra bei uns im Haus. Insofern Enterprise Data Catalog, je nachdem wie man es versteht, kannst du es eng oder breit verstehen. Wenn man es ganz eng versteht, dann ist es eher so, ich katalogisiere meine Daten im Unternehmen und peng, dann ist es vorbei. Und wenn du es breiter fasst, dann ist der Datenkatalog tatsächlich inklusive der Governance Prozesse. (S. 6)",Funktionalität EDC,,,,,,,,,
6,Data Manager,Versicherungsfirma,Externe Firma,"[Collibra] Da haben wir jetzt einen fachlichen Verantwortlichen, der Collibra entsprechend voranbringt. Und jetzt muss man tatsächlich fast nochmal differenzieren, weil Collibra ist ja nicht nur ein Data Catalog. Man subsummiert das ja immer so schnell, das ist unser Katalog bei uns im Unternehmen. Aber Collibra verkauft sich ja selber schon als Data Governance Plattform. Und Data Governance Plattform bedeutet ja, Katalog ist ja erstmal nur, ich katalogisiere meine Daten, damit sie auch erfindbar sind, damit auch vielleicht die Verantwortlichkeiten dranstehen, ansonstiges. Data Governance und Data Management, also jetzt für diese Plattformen, da ist ja noch viel mehr, da ist ja auch noch Quality, da sind Berechtigungsprozesse beziehungsweise Datenfreigabenprozesse, Datenanforderungsprozesse und so weiter (S.6)",Funktionalität Collibra,,,,,,,,,
6,Data Manager,Versicherungsfirma,Externe Firma,"Dann war das so, dass ich gesagt habe, okay, es gibt ja diverse Disziplinen im Data Governance, Data Management Umfeld. Was könnte uns denn helfen? Und dann haben wir gesagt, okay. Häufig ist halt das Thema Stammdaten, also Master Data, die wichtigsten Daten im Unternehmen. relativ schnell für uns entdeckt, das ist wahrscheinlich nicht der Hebel der Signal Iduna, wo wir hier gut vorankommen können (S.9)",Use Case,,,,,,,,,
6,Data Manager,Versicherungsfirma,Externe Firma,"Und das war dann halt letztendlich irgendwann der Punkt, wo wir gesagt haben, okay, wenn wir Master Data machen wollen, dann müssen wir ja im ersten Schritt wissen, welche Daten haben wir denn eigentlich? Und was sind denn eigentlich die wichtigsten Daten? Weil so grob konzeptuell kannst du dir ja schon ganz viele Gedanken machen, aber so wirklich aus den Operations heraus das zu sagen, ist halt superschwierig. Und wir haben halt gesagt, okay, auch das Beispiel Quality, also wie willst du Qualität definieren, wenn du nicht weißt, was die Daten fachlich bedeuten sollen und so weiter (S,9)",Funktionalität EDM und EDC,,,,,,,,,
6,Data Manager,Versicherungsfirma,Externe Firma,"Was wir jetzt gemacht haben, womit wir jetzt begonnen haben im letzten Jahr, so perspektivisch wollen wir in so eine Art von Data Mesh reinlaufen. Und da gibt es halt entsprechend Datenprodukte. Und wir haben halt überlegt, okay, Collibra hat ja auch Marketplace mit Data Products und so weiter integriert. Lass uns das doch mal auf die Signal Iduna anwenden. Klar, man nimmt jetzt nicht eins zu eins das, was Collibra liefert, sondern macht das so, wie man es selber braucht. Aber Collibra ist da flexibel genug sozusagen (S.12)",Use Case,Use Case: Data Mesh,,,,,,,,
6,Data Manager,Versicherungsfirma,Externe Firma,"Dieses Thema Data Product dagegen ist greifbar. Weil du öffnest halt Collibra, den Marketplace, du findest da ein Produkt, welches du kaufen kannst, welches du shoppen kannst. Und wo dann nicht nur jetzt Katalog-like im Sinne von schön dargestellt ist, was da drinsteckt, sondern wo auch die Governance embedded ist sozusagen. Also ein Data Product ist erst ein Data Product, wenn die Governance stimmt. Das ist ja das Geile. Sobald du Qualitätskriterien hinterlegt hast, sobald klar ist, wer dafür verantwortlich ist, sobald die Definitionen der Attribute und der Fachlichkeiten drin ist, sobald SLAs existieren,die dir sagen, was kannst du denn eigentlich erwarten, wenn du dieses Produkt konsumierst. Und vieles mehr. Vieles an Data Governance Themen, die man erst mal so relativ abstrakt findet, die kann man dort in diesem Datenprodukt implementieren.

Nutzen: Wenn irgendjemand im Marketing Datenfreigaben braucht, wenn irgendein Use Case Daten für seine App braucht oder Sonstiges, dass wir hier tatsächlich ein Angebot mit inkludierter Governance anbieten, welches im gesamten Haus sozusagen notwendig ist. Und bei uns ist das erste Datenprodukt eins tatsächlich, das schon etabliert ist, was aber momentan viel mit Wiki und so weiter arbeitet, die eigentlich davon weg wollen, weil das sehr viel manuellen Aufwand bedeutet und wir bieten denen Automatisierung. Das heißt, wir haben ein etabliertes Datenset, welches wir zu einem Datenprodukt weitergebaut haben, welches jetzt exklusiv über die Plattform zur Verfügung steht und bezogen werden kann (S.13)",Use Case,Use Case: Data Marketplace und Data Product,,,,,,,,
8,Experte,SAP,EDM / EDC Anbieter,"Und bei uns kann man dann, also hier haben wir den Überblick, was wir hier alles ermöglichen ist letzten Endes, wir haben für den Konsumenten vom Data-Product die Möglichkeit, eben Datenprodukte zu finden, sich anzuschauen, zu verstehen, auch letzten Endes ein neues Datenprodukt anzufordern.

wir wollen Collibra einsetzen, um Datenprodukte zu verwalten, da war es so, dass uns Collibra selber gesagt hat, wow, wir haben in unserem Katalog selber noch gar keinen Asset-Typ, also dort wird es immer noch Asset-Typen klassifiziert für Datenprodukte. Wir haben gar nicht so ein Standardobjekt, aber unser Tool ist so flexibel, ihr könnt das machen. Und sie haben uns auch gesagt, dass von 100 Kunden zu dem Zeitpunkt damals ungefähr 10 Prozent wirklich einen Datenprodukt-Ansatz fahren wollten. Und Ende letzten Jahres waren es aber schon 30 Prozent.",Use Case,Use Case: Data Product Cataloge (Datenprodukt Ansatz) ,,,,,,,,
8,Experte,SAP,EDM / EDC Anbieter,"Das heißt also, man kann vom Katalog raus dann letzten Endes das Datenprodukt shoppen. Also was man da shoppt, ist ein Element des Datenproduktes. Es ist immer ein Output-Port. Also das heißt, das kann der Zugriff auf Daten sein via API, der ein Output-Port-Typ. Oder das kann einfach ein View sein in Datasphere, wo wir dann letzten Endes den Zugriff auf die Daten ermöglichen. Das wäre also so ein Datasphere-View-Sharing. Also es gibt verschiedene Use-Cases, wie man dann letzten Endes den Output eines Datenprodukts halt shoppen kann.

 Systeme, Daten oder eben jetzt hier auch Analytics ist, wird eingeordnet in Domänen, wie die SAP aufgestellt ist. Also es gibt bei uns natürlich Sales, Marketing und so weiter und so fort. Und dann kann man sich letzten Endes das hier so anschauen, was es alles gibt. Im Moment sind es schon 381. Wir werden aber irgendwann bestimmt eher in Richtung 2000 oder noch mehr kommen. Und wenn ich jetzt mal hier zum Beispiel allein für die Stammdaten gucke, also wenn jetzt jemand
sagt, ich brauche Referenzdaten, wie so ein Industry Code oder Country Code und so weiter, dann kann ich das hier nicht nur anschauen, sondern ich kann es shoppen und in den Spacereinlegen und dann sicherstellen, dass das, was ich modelliere, exakt die Zuordnung der Country Codes hat, so wie die SAP das haben will. Wenn ich jetzt zum Beispiel auf den Account Master Data gehe, das wären jetzt unsere Kundendaten. Also wir sind dann hier beschrieben, der Zweck. Man sieht dann auch, was für ein Typ das ist. Das kommt also direkt aus dem Quellsystem. Man sieht die Flags, was alles approved ist. Man sieht, welches Team dahinter steckt. Man kann sich in den Responsibilities dann auch angucken, wer sind die Domain Owner, die Product Owner, die Engineers. Also wenn man dazu letzten Endes Fragen hat. Workers, Counselors, Businesses sind da alles drin. Das heißt also, was da ist, kann man benutzen. Und was man jetzt wirklich verwenden kann, sind diese Output Ports. Das heißt, wir haben hier einmal die Stammdaten via API oder via Spacesharing. Da ist so ein Shopping-Icon. Das kann ich jetzt auswählen, in meinen Basket packen, Checkout. Dann bekomme ich auf der Modellierungsumgebung meinen eigenen Space mit genau eben diesem Datenset drin. Und
dann kann ich mir noch andere dazu shoppen. Und dann kann ich meine eigenen Daten mit reinbringen. Was eigenes machen. Und dann bin ich auf der Provider Journey und kann mein eigenes Datenprodukt hier wieder listen.",Use Case,Use Case: Shop-to-Provision,,,,,,,,
8,Experte,SAP,EDM / EDC Anbieter,"Und der letzte Teil wäre dann halt, dass wir halt auch einpaar Qualitätsmetriken an das Datenprodukt dranhängen, damit man auch versteht, was man
da so shoppt. Der zweite Teil ist dann mehr aus der Sicht eines Data-Product-Owners oder auch des Engineers, also der das Datenprodukt letzten Endes baut.",Use Case,Use Case: Qualitätsmetriken ans Datenprodukt hängen ,,,,,,,,
8,Experte,SAP,EDM / EDC Anbieter,"Der zweite Teil ist dann mehr aus der Sicht eines Data-Product-Owners oder auch des Engineers, also der das Datenprodukt letzten Endes baut. Und dort sind dann alle Capabilities, die man halt braucht, um so einen Lifecycle vom initialen Anlegen eines Datenprodukts bis dann vielleicht auch wieder zum Retire-Step. Ganze Governance, wie man da drum herum braucht, aber auch die Insights. Also wer verwendet mein Datenprodukt für was? Also das wäre die Lineage. Und auch, wie kann ich das weiter optimieren? Und wie kann ich den Konsumenten zeigen, was meine weitere Roadmap-Planung ist? Also vielleicht füge ich noch einen anderen Output-Port-Typ hinzu. Und der letzte Teil von unserem Produkt ist letzten Endes wirklich die Governance, die wir in meinem Team letzten Endes dann auch ausüben müssen. Das heißt, wir definieren die Rollen, die Verantwortlichkeiten. Wir machen auch den Sharepoint für das Enablement. Wir machen das ganze Data Literacy-Thema und machen auch die Integration in andere Kataloge. Aber das ist vielleicht nur mal so als grober Überblick (S.3)",Use Case,Use Case: Lineage Nachverfolgbarkeit,,,,,,,,
